Protein	D_glucose	acetate	ethanol	glycerol	D_glucitol	D_galactose	D_ribose	D_xylose
P04037	0.000569921	0.002838164	0.003152816	0.0024421	0.001629618	0.002020988	0.001566001	0.000504414
P32799	0.000487017	0.00247456	0.002750273	0.00212751	0.001415574	0.001758512	0.00135983	0.000429617
P00427	0.000577698	0.002872272	0.003190577	0.00247161	0.001649696	0.00204561	0.001585341	0.000511431
P00425	0.000572035	0.002847436	0.003163081	0.002450119	0.001635076	0.002027682	0.001571258	0.000506322
Q01519	0.000282504	0.001577599	0.001757255	0.001351455	0.000887557	0.001111018	0.000851234	0.000245102
P04039	0.000596131	0.00295312	0.003280083	0.002541556	0.001697289	0.002103973	0.001631183	0.000528062
P10174	0.000170912	0.001088177	0.00121542	0.000928011	0.000599448	0.000757716	0.000573722	0.000144422
P38824	0	0	0	0	0	0	0	0
Q04935	0	0	0	0	0	0	0	0
P53239	0	0	0	0	0	0	0	0
P47081	0	0	0	0	0	0	0	0
P19516	0	0	0	0	0	0	0	0
Q3E731	0	0	0	0	0	0	0	0
P00163	0.005277938	0.023487131	0.026013169	0.020307537	0.013784995	0.016926879	0.013274283	0.004752066
P07256	0.006087514	0.027037924	0.029944242	0.023379664	0.015875212	0.019490076	0.015287617	0.005482477
P00128	0.001694225	0.007769209	0.008611938	0.006708437	0.004532382	0.005580582	0.004361997	0.001518781
P08067	0.002778312	0.012523902	0.013875828	0.010822189	0.007331322	0.009012862	0.007057988	0.002496862
P00127	0.002025865	0.009223745	0.010222245	0.0079669	0.005388624	0.006630572	0.005186745	0.001817992
P22289	0.000820994	0.003939336	0.004371915	0.003394834	0.002277847	0.002815897	0.002190387	0.000730937
P37299	0.000958552	0.004542644	0.005039832	0.003916816	0.002632998	0.00325141	0.002532475	0.000855044
P08525	0.001251935	0.005829383	0.006464371	0.005030101	0.003390464	0.004180273	0.00326208	0.001119739
P07143	0.004095145	0.018299442	0.020269898	0.015819169	0.010731189	0.013182052	0.010332803	0.003684931
P07257	0.00488645	0.021770071	0.024112217	0.018821944	0.012774225	0.015687389	0.012300691	0.004398859
P38913	0	0	0	0	0	0	0	0
Q07923	0	0	0	0	0	0	0	0
Q08911	0	0.013193405	0	0.000631962	0	0.000936897	0	0.003121848
P07245	0	0.003229669	0.000311751	0	0	0	0	0.000735935
P09440	0	9.24E-05	0	9.00E-05	0	0.000172364	0	0
Q06137	0	0	0	0	0	0	0	0
P32604	0	0	0	0	0	0	0	0
P09201	0	0.000532652	0.000742676	0.000894302	0	0	0	0
P08417	0	0.000844369	0.000295673	0.000217038	0	0.000125303	0	0
P28272	0.000347694	0.000101571	0.000168487	0.000216798	0.000312275	0.000246243	0.000269127	0
P32614	0	0	0	0.053595691	0	0	0	0
Q05902	0	0	0	0	0	0	0	0
P04385	0	0	0	0	0	0.034305291	0	0
P08431	0	0	0	0	0	0.015489162	0	0
P32477	0	0	0	0	0	0	0	0
Q06625	0	0	0	0	0	0	0	0
P08019	0	0	0	0	0	0	0	0
P11412	0.000303801	0	0	0	0.000311989	0.000318421	0.00026887	8.43E-05
P12709	0.00370279	0	0	0	0.000433765	0.000565294	0.000377901	0.000111379
P32264	0.000758562	0.000286561	0.000414889	0.000507537	0.000690638	0.000564006	0.00060789	8.47E-05
Q04792	0	0.00293547	0	0.004589963	0	0	0	0
P33327	0	0	0	0	0	0	0	0
P39708	0	0	0	0	0	0	0	0
P07262	0.005665503	0.011998621	0.003784214	0.004988746	0.005209369	0.005625375	0.004653694	0.002249464
Q12680	0	0	0	0	0	0	0	0
P54885	1.74E-05	0	0	0	8.09E-06	0	0	0
P43544	0	0	0	0	0	0	0	0
P53823	0	0	0	0	0	0	0	0
P32288	0.000647115	0.000236382	0.000348052	0.000428671	0.000588007	0.000477813	0.000516001	6.07E-05
A2P2R3	0	0	0	0	0	0	0	0
P14742	0	0	0	0	0	0	0	0
P13188	0.00380429	0.001657872	0.002241441	0.002662757	0.003495405	0.002919548	0.003119113	0.000740014
P46655	0.022241084	0.009958775	0.013298066	0.015708933	0.020473557	0.01717835	0.018320311	0.004706649
P48525	0	0	0	0	0	0	0	0
P25373	0	0	0	0	0	0	0	0
P41921	0	0	0	0	0	0	0	0
Q03835	0	0	0	0	0	0	0	0
P17695	0	0	0	0	0	0	0	0
P32642	0	0	0	0	0	0	0	0
Q02784	0	0	0	0	0	0	0	0
P23202	0	0	0	0	0	0	0	0
P38143	0	0	0	0	0	0	0	0
P40581	0	0	0	0	0	0	0	0
P36014	0	0	0	0	0	0	0	0
Q08220	0	0	0	0	0	0	0	0
P00359	0	0	0	0	0	0	0	0
P00360	0.110887987	0.002942803	0.003952937	0.015222758	0.045130055	0.025427125	0.03694068	0.004044202
P00358	0	0	0	0	0	0	0	0
P14065	0	0	0	0	0	0	0	0
P32190	0	0	0	0.000679543	0	0	0	0
P40106	0	0	0	0	0	0	0	0
P41277	0	0	0	0	0	0	0	0
P32191	0	0	0	0.035254206	0	0	0	0
Q00055	0	0	0	0	0	0	0	0
P41911	0	0	0	0	0	0	0	0
Q02979	0	0	0	0	0	0	0	0
P04161	0.000207346	3.84E-05	8.43E-05	0.000117485	0.000183031	0.000137699	0.000153409	0
P39726	0	1.69E-05	0	0	0	0	0	0
P48015	0	0.000176633	0	0	0	0	0	0
P09624	0.001953697	0.000236	0	0.001803669	0.001791221	0.004292355	0.001593319	0.000381066
P49095	0	0.00061198	0	0	0	0	0	0
P37291	0.001568159	0.033159945	0.000822246	0.001080421	0.001436185	0.001190142	0.001275409	0.008566083
P37292	0	0.032867548	0.001471305	0.001844067	0	0.002024763	0	0.003958387
P19262	0	0	0	0	0	0	0	0
P20967	0	0	0	0	0	0	0	0
P23337	0	0	0	0	0	0	0	0
P47011	0	0	0	0	0	2.31E-05	0	0
P36143	0	0	0	0	0	0	0	0
P27472	0	0	0	0	0	0.000121206	0	0
P06738	0	0	0	0	0	0	0	0
P38088	0	0	0	0	0	0	0	0
Q06817	0.001550895	0.000643302	0.000890059	0.001068209	0.001420287	0.001176791	0.001261175	0.000255193
P38625	0.006544421	0.002891588	0.003884719	0.004601723	0.006018751	0.005038741	0.005378366	0.001329554
P23797	0	0	0	0	0	0	0	0
P25580	0	0	0	0	0	0	0	0
P47088	0	0	0	0	0	0	0	0
P36051	0	0	0	0	0	0	0	0
P38211	0	0	0	0	0	0	0	0
P30777	0	0	0	0	0	0	0	0
Q06636	0	0	0	0	0	0	0	0
Q07830	0	0	0	0	0	0	0	0
P51601	0	0	0	0	0	0	0	0
P38066	0	0	0	0	0	0	0	0
Q07729	0	0	0	0	0	0	0	0
Q04178	0	0	0	0	0	0	0	0
P40086	0	0	0	0	0	0	0	0
P21592	0	0	0	0	0	0	0	0
Q06204	0	0	0	0	0	0	0	0
P04806	0	0	0	0	0.004141018	0	0	0
P04807	0	0	0	0	0	0	0	0
P17709	0	0	0	0	0	0	0	0
P00815	0.000116672	0	2.99E-05	5.33E-05	9.95E-05	6.76E-05	7.86E-05	0
P38635	0	0	0	0	0	0	0	0
P07172	0	0	0	0	0	0	0	0
P07263	2.65E-05	0	0	0	1.65E-05	0	4.28E-06	0
P38074	0	0	0	0	0	0	0	0
P39533	0	0	0	0	0	0	0	0
Q12122	0.028589973	0.012817233	0.017105485	0.020201477	0.026320137	0.02208848	0.023554968	0.006072572
P48570	0	0	0	0	0	0	0	0
Q12525	0	0	0	0	0	0	0	0
Q08985	0	0	0	0	0	0	0	0
P40495	0.000758575	0.000286567	0.000414896	0.000507546	0.00069065	0.000564016	0.000607901	8.47E-05
P31116	0.000843619	0.000324857	0.000465898	0.000567725	0.000768966	0.000629788	0.00067802	0.000103022
P17423	0.000425085	0.000136415	0.000214899	0.000271562	0.000383544	0.000306097	0.000332936	1.30E-05
P08465	0	0	0	0	0	0	0	0
Q04120	0	0	0	0	0	0	0	0
P22803	0.000133456	5.11E-06	4.00E-05	6.52E-05	0.000114987	8.06E-05	9.25E-05	0
P22217	0	0	0	0	0	0	0	0
P34227	0	0	0	0	0	0	0	0
P25372	0	0	0	0	0	0	0	0
P38013	0	0	0	0	0	0	0	0
Q05584	0	0	0	0	0	0	0	0
Q12320	0	0	0	0	0	0	0	0
P32378	0	0	0	0	0	0	0	0
P41835	0	0	0	0	0	0	0	0
P28789	0	0	0	0	0	0	0	0
P12684	0.000412921	0.000130938	0.000207604	0.000262954	0.000372341	0.000296689	0.000322907	1.04E-05
P12683	0.000416211	0.00013242	0.000209577	0.000265282	0.000375372	0.000299234	0.00032562	1.11E-05
P54839	0.027272649	0.012224136	0.016315489	0.019269322	0.025107037	0.021069683	0.022468836	0.005789159
Q08224	0	0	0	0	0	0	0	0
Q08975	0	0	0	0	0	0	0	0
Q06490	0	0	0	0	0	0	0	0
P33734	0	0	0	0	0	0	0	0
P06633	0	0	0	0	0	0	0	0
P38697	0	0	0	0	0	0	0	0
P50095	0	0	0	0	0	0	0	0
P50094	0.001019948	0.000404247	0.000571644	0.000692495	0.000931344	0.000766159	0.000823405	0.000140959
P00817	0	0	0	0	0	0	0	0
P28239	0	0.003812062	0.002813686	0	0.000742856	0	0.000654642	9.80E-05
P54113	0.001857174	0.000781202	0.001073737	0.001284938	0.001702334	0.001413664	0.001513704	0.00032109
P38009	0.002666965	0.001145803	0.001559377	0.001857963	0.002448059	0.00203995	0.002181381	0.000495317
Q06667	0	0	0	0	0	0	0	0
P07250	0	0	0	0	0	0	0	0
P40015	0	0	0	0	0	0	0	0
P28834	0	0	0	0	0	0	0	0
P28241	0	0	0	0	0	0	0	0
P41939	0.000935627	0.002543368	0.000521076	0.003867892	0.000148434	0.000700952	0.000122439	0
P53982	0	0	0	0	0	0	0	0
P28240	0	0.073032844	0.035092953	0.007717736	0	0.019049023	0	0
P09436	0.000275165	6.89E-05	0.00012499	0.000165475	0.000245484	0.00019015	0.000209326	0
P48526	0	0	0	0	0	0	0	0
P15496	0	0	0	0	0	0	0	0
