Protein	D_glucose	acetate	ethanol	glycerol	D_glucitol	D_galactose	D_ribose	D_xylose
P19516	0	0	0	0	0	0	0	0
Q3E731	0	0	0	0	0	0	0	0
P00163	0.002802294	0.018837922	0.023053384	0.019059045	0.011842524	0.01513905	0.012844114	0.005171485
P07256	0.003239195	0.021690765	0.026538896	0.021943229	0.013640326	0.017433112	0.014792692	0.005965035
P00128	0.000868283	0.006218687	0.007624482	0.006291906	0.003884324	0.004984117	0.00421848	0.00165871
P08067	0.001453329	0.010036532	0.012291738	0.010153986	0.0062917	0.008056007	0.006827757	0.002721338
P00127	0.001047258	0.007386627	0.00905227	0.007473379	0.00462078	0.005923858	0.005016701	0.001983785
P22289	0.00039703	0.003143439	0.003865044	0.003181024	0.001945193	0.002509726	0.002116718	0.000802764
P37299	0.000471265	0.003627873	0.004457257	0.003671072	0.002250658	0.00289951	0.002447803	0.000937599
P08525	0.000629594	0.004661077	0.005720331	0.004716248	0.002902157	0.003730842	0.003153941	0.001225175
P07143	0.00216398	0.01467408	0.017961078	0.014845263	0.009215936	0.011787431	0.009997241	0.004012105
P07257	0.002591021	0.017460869	0.021367893	0.017664336	0.010973157	0.014029707	0.011901836	0.004787746
P38913	0	0	0	0	0	0	0	0
Q07923	0	0	0	0	0	0	0	0
Q08911	0	0.013849084	0	0.004470119	0	0.000135451	0	0.004966687
P07245	0	0.003578179	0.000359523	0.001064393	0	0	0	0.001239571
P09440	0	0	0	0	0	0	0	0
Q06137	0	0	0	0	0	0	0	0
P32604	0	0	0	0	0	0	0	0
P09201	0	0.000564349	0.000795657	0.000944163	0	0	0	0
P08417	0	0.000591779	0.00011724	0.00021829	0	0	0	0
P28272	0.000384685	0.000128882	0.000208572	0.000259735	0.00034492	0.000283888	0.000307305	2.20E-05
P32614	0	0.000139858	2.71E-05	0.040335843	0	0	0	0.000533787
Q05902	0	0	0	0	0	0	0	0
P04385	0	0	0	0	0	0.047017104	0	0
P08431	0	0	0	0	0	0.021248892	0	0
P32477	0	0	0	0	0	0	0	0
Q06625	0	0	0	0	0	0	0	0
P08019	0	0	0	0	0	0.000121399	0	0
P11412	0.000113847	0	0	0	9.19E-05	9.44E-05	5.86E-05	0
P12709	0.003797536	0	0	1.18E-05	0.000227269	0.001211886	0.000182786	0
P32264	5.77E-05	0	0	0	0	0	0	0
Q04792	0	0.000579972	0	0.002008227	0	0	0	0
P33327	0	0	0	0	0	0	0	0
P39708	0	0	0	0	0	0	0	0
P07262	0.002226268	0.00915319	0.000434839	0.004129845	0.001856847	0.001472815	0.001361074	0.000908583
Q12680	0	0	0	0	0	0	0	0
P54885	0	0	0	0	0	0	0	0
P43544	0	0	0	0	0	0	0	0
P53823	0	0	0	0	0	0	0	0
P32288	0.00019567	0	2.17E-05	5.33E-05	0.000146013	7.69E-05	9.67E-05	0
A2P2R3	0	0	0	0	0	0	0	0
P14742	0	0	0	0	0	0	0	0
P13188	0.004126887	0.001896049	0.002591019	0.00303721	0.003780093	0.003247845	0.003452057	0.000963587
P46655	0.024087084	0.011321666	0.015298429	0.01785164	0.02210262	0.019056949	0.020225505	0.005985965
P48525	0	0	0	0	0	0	0	0
P25373	0	0	0	0	0	0	0	0
P41921	0	0	0	0	0	0	0	0
Q03835	0	0	0	0	0	0	0	0
P17695	0	0	0	0	0	0	0	0
P32642	0	0	0	0	0	0	0	0
Q02784	0	0	0	0	0	0	0	0
P23202	0	0	0	0	0	0	0	0
P38143	0	0	0	0	0	0	0	0
P40581	0	0	0	0	0	0	0	0
P36014	0	0	0	0	0	0	0	0
Q08220	0	0	0	0	0	0	0	0
P00359	0	0	0	0	0	0	0	0
P00360	0.109782221	0.002968572	0.004036967	0.010238873	0.050172198	0.038581386	0.037586357	0.001632696
P00358	0	0	0	0	0	0	0	0
P14065	0	0	0	0	0	0	0	0
P32190	0	0	0	0.000487878	0	0	0	0
P40106	0	0	0	0	0	0	0	0
P41277	0	0	0	0	0	0	0	0
P32191	0	0	0	0.026523686	0	0	0	0
Q00055	0	0	0	0	0	0	0	0
P41911	0	0	0	0	0	0	0	0
Q02979	0	0	0	0	0	0	0	0
P04161	0.000232741	5.71E-05	0.000111837	0.000146962	0.000205441	0.000163543	0.000179618	0
P39726	0	1.91E-05	0	0	0	0	0	0
P48015	0	0.000181738	0	0	0	0	0	0
P09624	0.001103924	0.000289986	0	0.003296963	0.000964941	0.001114975	0.000757324	0.000448194
P49095	0	0.000625118	0	0.000153799	0	0	0	6.42E-05
P37291	0.000731933	0.03625786	0.000288882	0.011563327	0.000650214	0.000495564	0.000531892	0.013161742
P37292	0	0.035271148	0.000324876	0.011687604	0	0.000968541	0	0.007912231
P19262	0	0	0	0	0	0	0	0
P20967	0	0	0	0	0	0	0	0
P23337	0	0	0	0	0	0	0	0
P47011	0	0	0	0	0	0.000382039	0	0
P36143	0	0	0	0	0	0	0	0
P27472	0	0	0	0	0	0.000766546	0	0
P06738	0	0	0	0	0	0	0	0
P38088	0	0	0	0	0	0	0	0
Q06817	0.001687303	0.000742329	0.001037875	0.001226543	0.001540664	0.001315608	0.001401957	0.000349729
P38625	0.007093427	0.003296923	0.004479641	0.005238981	0.006503241	0.005597446	0.00594498	0.001710036
P23797	0	0	0	0	0	0	0	0
P25580	0	0	0	0	0	0	0	0
P47088	0	0	0	0	0	0	0	0
P36051	0	0	0	0	0	0	0	0
P38211	0	0	0	0	0	0	0	0
P30777	0	0	0	0	0	0	0	0
Q06636	0	0	0	0	0	0	0	0
Q07830	0	0	0	0	0	0	0	0
P51601	0	0	0	0	0	0	0	0
P38066	0	0	0	0	0	0	0	0
Q07729	0	0	0	0	0	0	0	0
Q04178	0	0	0	0	0	0	0	0
P40086	0	0	0	0	0	0	0	0
P21592	0	0	0	0	0	0	0	0
Q06204	0	0	0	0	0	0	0	0
P04806	0	0	0	0	0.004442381	0	0	0
P04807	0	0	0	0	0	0	0	0
P17709	0	0	0	0	0	0	0	0
P00815	0	0	0	0	0	0	0	0
P38635	0	0	0	0	0	0	0	0
P07172	0	0	0	0	0	0	0	0
P07263	3.69E-05	0	0	1.63E-06	2.57E-05	8.45E-06	1.51E-05	0
P38074	0	0	0	0	0	0	0	0
P39533	0	0	0	0	0	0	0	0
Q12122	0.016118307	0.000404826	0.005263638	0.007296491	0.01352556	0.009106164	0.010571836	0
P48570	0	0	0	0	0	0	0	0
Q12525	0	0	0	0	0	0	0	0
Q08985	0	0	0	0	0	0	0	0
P40495	0.000385347	0	6.05E-05	0.000121348	0.000307758	0.000175504	0.000219366	0
P31116	0.000162656	0	0	0	0	0	0	0
P17423	4.62E-05	0	0	0	0	0	0	0
P08465	0	0	0	0	0	0	0	0
Q04120	0	0	0	0	0	0	0	0
P22803	0.00020895	8.06E-05	0.000143519	0	0	0	0	0
P22217	0	0	0	0	0	0	0	0
P34227	0	0	0	0	0	0	0	0
P25372	0	0	0	0	0	0	0	0
P38013	0	0	0	0	0	0	0	0
Q05584	0	0	0	0	0	0	0	0
Q12320	0	0	0	0	0	0	0	0
P32378	0	0	0	0	0	0	0	0
P41835	0	0	0	0	0	0	0	0
P28789	0	0	0	0	0	0	0	0
P12684	0.000455301	0.000162229	0.000253529	0.000312147	0.000409742	0.000339819	0.000366647	3.97E-05
P12683	0.000458864	0.000163911	0.000255797	0.000314791	0.000413012	0.00034264	0.00036964	4.06E-05
P54839	0.02953441	0.013893972	0.018766369	0.021894611	0.027103	0.02337138	0.024803119	0.007356593
Q08224	0	0	0	0	0	0	0	0
Q08975	0	0	0	0	0	0	0	0
Q06490	0	0	0	0	0	0	0	0
P33734	0	0	0	0	0	0	0	0
P06633	0	0	0	0	0	0	0	0
P38697	0	0	0	0	0	0	0	0
P50095	0	0	0	0	0	0	0	0
P50094	0.001112485	0.000472569	0.000671921	0.000799911	0.001013007	0.000860336	0.00091891	0.000205091
P00817	0	0	0	0	0	0	0	0
P28239	0	0.002649465	0.001871629	0	0.000867869	0	0.000792742	0.000208049
P54113	0.001038114	0.000437449	0.000624573	0.000744712	0.000944738	0.000801427	0.000856412	0.000186378
P38009	0.001509014	0.00065982	0.000924368	0.001094216	0.001377003	0.001174397	0.001252137	0.000304868
Q06667	0	0	0	0	0	0	0	0
P07250	0	0	0	0	0	0	0	0
P40015	0	0	0	0	0	0	0	0
P28834	0	0	0	0	0	0	0	0
P28241	0	0	0	0	0	0	0	0
P41939	0.000268668	0.00025917	0	0.00150213	0	3.61E-05	0	0.000129945
P53982	0	0	0	0	0	0	0	0
P28240	0	0.060170184	0.019178393	0.019410393	0.000184301	0.005278891	0.000126663	0.003663469
P09436	0.000306163	9.18E-05	0.000158581	0.000201456	0.000272839	0.000221696	0.000241318	2.20E-06
P48526	0	0	0	0	0	0	0	0
P15496	0	0	0	0	0	0	0	0
P53312	0	0	0	0	0	0	0	0
P53598	0	0	0	0	0	0	0	0
P38169	0	0	0	0	0	0	0	0
P52893	0	0	0	0	0	0	0	0
P37303	0	0	0	0	0	0	0	0
Q05016	0	0	0	0	0	0	0	0
P07702	0.000667108	0	0.000153697	0.000249849	0.000544476	0.000335444	0.000404768	0
P50113	5.15E-05	0	0	0	2.73E-05	0	0	0
P38986	0	0	0	0	0	0	0	0
P0CZ17	0	0.001278209	0.001036971	0.001049414	0	0.000924409	0	0.001320526
P0CX77	0	0.001278209	0.001036971	0.001049414	0	0.000924409	0	0.001320526
P0CX78	0	0.001278209	0.001036971	0.001049414	0	0.000924409	0	0.001320526
P0CX79	0	0.001278209	0.001036971	0.001049414	0	0.000924409	0	0.001320526
P32263	0	0	0	0	0	0	0	0
Q12068	0	0	0	0	0	0	0	0
P25379	0	0	0	0	0	0	0	0
P00927	0	0	0	0	0	0	0	0
P47125	0	0	0	0	0	0	0	0
P50107	0	0	0	0	0	0	0	0
P38604	0.000662809	0.000260219	0.000385638	0.00046616	0.000600225	0.000504172	0.000541025	9.19E-05
